id,chemical_signature_1,gill-color,spore-print-color,veil-type,cap-surface,region,ring-type,stalk-color-below-ring,local_humidity_index,spore_dispersal_score,chemical_signature_2,stalk-color-above-ring,fiber_thickness_score,soil_mineral_level,ring-number,risk_synergy_index,chemical_signature_3,stalk-root,has_ring_flag,habitat,pore_density_index,forest_canopy_density,cap_radiation_index,stalk-surface-below-ring,gill-attachment,airflow_intensity,stalk-shape,bruises,population,stalk-surface-above-ring,gill-size,surface_moisture_level,gill-spacing,veil-color,cap-color,dark_spore_flag,cap-shape,cap_firmness_index,is_dangerous
2664,-1.0138602043111913,p,k,p,f,region_other,p,w,-1.6122535559064672,0.8469374221998158,0.6685451165706733,p,0.9204304532409558,1.1814417901875494,o,0.0,-1.251983732064779,b,1,d,-1.3902609188655621,1.1414692430072926,-1.2823376820459897,s,f,0.09673429063926754,t,t,v,s,b,-0.5389969019800546,c,w,g,1,x,0.4207223756129236,0
5010,-0.7238172036881457,w,w,p,y,region_wetlands,e,w,-0.06663138309554847,0.5973459389826627,0.16026212007035395,e,-0.7964989533479263,-0.05149339031751251,t,0.0,-0.9389534474566006,?,1,w,0.49885322059027243,1.0538503448280847,-0.35631635193510186,s,f,0.03197334872998403,e,t,c,s,b,-1.1121286289896701,c,w,e,0,x,-3.047435994744432,0
2264,-0.9825638735362607,w,k,p,y,region_other,p,g,-0.660312943097497,-0.44733508928614524,0.342999068936565,p,2.090677567496112,1.009995255776162,o,0.0,-1.159992989007983,b,1,d,-0.1902977627842813,0.8672855101776312,-1.8235201527148688,s,f,0.20053210122869458,t,t,y,s,b,0.5582218984452374,c,w,e,1,x,0.42914504343949844,0
4569,0.14345204601976938,g,h,p,f,region_plains,l,p,-0.43015255110368916,0.4750035415375115,-0.27495696774625855,p,-0.5081403103422154,-0.8488584608399681,o,0.0,-0.26661190794437095,b,1,p,-3.43381393519938,0.818547014029857,-0.3506263786241715,k,f,1.2475454647915323,e,f,y,k,b,-0.8135786510885235,c,w,y,1,x,0.024941466846518455,0
7218,0.09120479592572567,b,w,p,y,region_plains,e,p,0.41428324991512677,0.4743976905123571,-0.1615292387232929,p,1.195923089354582,-0.5660199642765463,o,0.0,-0.13938031173831775,?,1,p,0.29041080842545947,0.0005295038297106769,0.6301967554317428,k,f,0.23794395882617858,t,f,v,k,n,-1.3290523957756977,c,w,n,0,k,-1.005806340343887,0
7104,-0.3915763458049669,b,w,p,s,region_other,e,w,-0.9346365707198144,0.9819179234865402,-0.3091197159767254,p,-3.148311503784207,-1.8669093828985022,o,0.0,0.6621841574310222,?,1,d,0.9799581052771835,0.3444968044647305,0.6157330067051849,k,f,0.38925552829879684,t,f,v,k,n,-0.8660949613412983,c,w,n,0,k,-0.5154948762809228,0
7849,-0.6191824663821057,b,w,p,y,region_other,e,p,-0.13506240324355429,-0.23317771344954916,1.115837636001155,p,1.4995499821485025,0.34438404612022794,o,0.0,-0.2617645255978796,?,1,d,0.4650848063524656,0.7049993229790825,1.4630957836340635,s,f,-0.1469036695551478,t,f,v,k,n,1.5419902448663478,c,w,e,0,k,-0.330044290305216,0
2905,-1.1646116095561816,w,k,p,y,region_other,p,w,-0.9330683783000258,0.24118994677513203,0.10843131386038035,w,-0.03048945704758926,1.0984866786572642,o,0.0,-1.115078991059313,b,1,d,1.7628409235538514,0.9405008802014544,0.15713318769651696,s,f,-0.09687840336587546,t,t,v,s,b,2.39534443410562,c,w,g,1,x,-0.8773241951342412,0
1937,-0.8662237331658341,h,n,p,f,region_forest,e,w,1.063800631819012,0.11387179699060371,0.08341209982294301,w,-1.5071043362984344,0.6335395012476683,o,1.0,-1.0753533207213135,e,1,g,2.9149146864972746,-0.8431242256150286,-1.315707278214807,s,f,0.46851780118167785,t,f,a,s,b,0.4587485370350621,w,w,w,1,x,1.3560343047847265,0
5618,0.18621264387932632,p,h,p,s,region_urban,p,w,0.40588764225114166,0.7232146856666087,-0.4106758836529906,w,-0.07496490772956464,0.5819190812728867,o,0.0,-0.07716186749942824,b,1,u,0.21643214716068734,1.0859134644479977,-1.0226001674053935,f,f,-0.1141100082179544,t,t,v,s,b,0.93049367452071,c,w,b,1,x,-0.2651410110069842,0
1875,-0.7038667710281326,p,n,p,f,region_other,p,w,0.6712661110342181,0.09336050051350706,0.4889715728865016,p,-2.6376911258867475,-1.1847616198785902,o,0.0,-1.0685144257977395,b,1,d,0.8627802673856108,-1.0906767660934742,-1.297034408678398,s,f,0.9717752112329028,t,t,y,s,b,-1.1858127731227035,c,w,e,1,x,-1.155715981200465,0
5168,-0.7812485907664104,w,w,p,f,region_other,e,n,-0.8707333360494451,-0.35459317974144444,0.6339203207001813,w,-0.9696892573939806,-0.5267802405007055,o,0.0,-1.3366235266600848,?,1,d,-0.049193607457954654,-0.14097287640064818,-0.1386303027188467,y,f,0.04355590946083138,e,f,v,k,n,-2.2584933855379985,c,w,n,0,x,1.2926726244807154,0
3410,-0.45941700980921796,u,n,p,f,region_other,p,g,-1.4897785045287093,1.7785589826210428,0.5291843103705467,g,-1.0792727180775814,1.712422724183828,o,0.0,-1.1087925836220494,b,1,d,0.7174633117009312,-0.034236352004327515,-0.0006594659709501552,s,f,-0.44771564194975055,t,t,y,s,b,1.1614716100216715,c,w,n,1,f,-0.9292410626948826,0
5419,-0.163120163552364,h,h,p,y,region_other,l,p,0.39185660815111484,1.475136548622206,-0.45438058039850715,b,-0.13148927664338225,1.4388521302111854,o,0.0,0.1550492653109241,b,1,d,-1.2151743672912187,-0.35920862942240345,-1.0441200747487078,k,f,2.167552970409556,e,f,v,k,b,-0.4727170120349912,c,w,y,1,f,1.616595172135364,0
1518,0.46495275421077725,g,k,p,y,region_forest,p,w,-0.4254836329231534,-1.1541833192844153,-1.010238471056441,w,-0.2416245858507946,1.0649049083830306,o,1.0,1.0080644098588942,c,1,g,0.7887244364163589,-0.3138703766075887,0.2327179286662431,s,f,-0.5674607994295562,e,t,s,s,b,0.7920308379944858,c,w,y,1,b,-0.46040140167095833,1
6847,-1.0145485743383071,b,w,p,y,region_meadow,e,w,0.19686522536265735,-0.838876013454142,1.0824556624159207,w,-0.08461418056262374,1.2682596249101974,o,0.0,-0.3714024702485881,?,1,l,1.0927430541663545,-0.2868474721249628,-0.8719267834305675,k,f,0.7345472184347324,t,f,v,s,n,0.5891399177339761,c,w,e,0,f,-0.21214464898110072,0
5175,-0.9585508424599943,w,w,p,s,region_wetlands,e,w,1.690668124493659,-1.0435024168436444,0.49731409911590274,w,-0.427377449704143,0.5611275907680447,t,0.0,-0.7411158119393294,?,1,w,0.16130504435253892,0.9132749044712065,0.41738657703476256,s,f,-0.668208722106379,e,t,c,s,b,-1.2401883873865986,c,w,p,0,x,0.3325001860499837,0
6642,-0.57430266366226,b,w,p,s,region_other,e,w,0.5766106694183243,0.6140701371293069,1.501750798661168,w,1.1003774292019486,-0.7500208525436683,o,0.0,-0.05558352917433598,?,1,d,1.7157282436034162,1.3979989206154584,-0.2807783150314319,s,f,-1.4123916710223268,t,f,v,k,n,-1.0969987544531368,c,w,e,0,f,-0.7174001070186679,0
1960,-1.03236799496454,u,k,p,f,region_other,p,g,1.509289673158903,-0.8048747890130858,0.5120769973771299,w,0.8533668947742253,2.268277692603293,o,0.0,-0.6855467650853424,b,1,d,0.4663718102246344,-1.088676113038172,-1.142135017989669,s,f,-1.775232796110381,t,t,y,s,b,-2.339969453915128,c,w,g,1,x,-0.6140378659858325,0
1138,-0.84998982884029,h,n,p,f,region_forest,e,w,-2.4319482098728877,-1.465369228973158,0.3815463263562698,w,-1.0867349142522245,-0.8834217814557038,o,1.0,-1.0335711940989019,e,1,g,-0.3085495851392888,-0.5472096334411544,-0.4256809858538769,s,f,-1.1623454161037696,t,f,a,s,b,1.0035383197894865,w,w,w,1,f,-1.1413755754828778,0
2907,-0.8652846725630626,p,k,p,f,region_other,p,p,-1.2228957249116768,-0.1560790555082378,-0.0692963797710669,p,0.6413403921085913,0.6861429507173072,o,0.0,-1.323656771833079,b,1,d,-1.15201347886041,-1.2901780510495497,0.3095768545177643,s,f,1.5051380548368454,t,t,y,s,b,-1.0353676289264606,c,w,e,1,x,1.3417645678095353,0
5666,-1.0106506234772135,w,w,p,y,region_meadow,e,n,-0.43158264851666167,-0.5463460582825891,-0.10853015219104256,w,0.5299506532171754,0.29486550108323395,o,0.0,-0.8321799060520149,b,1,l,-1.497355143720506,-0.4128409107457045,0.8147530456894116,f,f,0.7229634519342817,e,f,v,f,n,0.2640213430698537,w,w,c,0,k,0.03001898816790852,0
5369,-1.0204967721315839,w,r,p,s,region_forest,p,w,-0.8491116690909762,-0.5304578958350264,0.24056570217997117,w,-0.9723489701925758,0.12281573759970574,t,0.0,-0.9022366453803263,b,1,m,-0.5611239399075424,-1.1234514557194135,-2.421486510023039,s,f,0.337954242948715,e,t,v,s,b,-2.148325272498505,c,w,p,0,f,1.401022939883155,0
6863,-0.5426128569513878,b,w,p,y,region_plains,e,w,0.4203163887989915,-1.4654389170728492,-0.08817884109513507,p,0.2473935045646495,1.5220849059326318,o,0.0,0.5373190487673343,?,1,p,0.31543192723935076,-0.6590148928771701,0.6810873672034546,s,f,-1.168588177257965,t,f,v,s,n,-0.265682304026452,c,w,n,0,f,0.43817795148010885,0
6062,-0.4831849842595483,b,w,p,s,region_meadow,e,p,0.9405688259556952,-1.0477290247685223,1.276754055531732,p,-0.46091829438344545,-0.8241650207398249,o,0.0,0.01585037168423417,?,1,l,-0.427825271018663,-1.5215286597367628,-0.598816642100954,s,f,0.8521566515610549,t,f,v,s,n,-0.7714031026497169,c,w,e,0,x,-1.233966138990936,0
276,0.30751412412748985,w,n,p,y,region_forest,p,w,0.4891782369610699,-1.9116016365930975,-0.9726674809194086,w,-1.0284688133648068,-0.5776189966522952,o,1.0,0.8354443752936871,r,1,g,-0.37500588998044915,0.6862872559543076,0.04348192225170468,y,f,1.490214384579356,e,t,y,s,b,0.7271192703383661,c,w,n,1,f,0.5206583924017935,1
778,-1.0526486462323557,n,n,p,s,region_forest,p,w,-0.5224537654967075,0.09191473975516386,0.8089449678728747,w,-1.3395364199727482,-0.6696735519731231,o,1.0,0.8738587946052242,c,1,g,0.0026235636472330044,-0.12831298218019885,-1.04156823669187,s,f,-1.0227783679000122,e,t,n,s,b,0.31812003431479535,c,w,y,1,x,-1.0882069165528085,0
1181,-0.7079023309098356,p,k,p,y,region_forest,p,w,-0.6181157038734009,0.8538488034595373,1.0363888326004123,w,-0.8013335793298854,-0.67114791302951,o,1.0,0.8504445512784544,r,1,g,0.4499447034885341,-1.1401542721513211,0.3577677879519116,y,f,0.0678970816226842,e,t,y,s,b,1.747751084585307,c,w,y,1,x,-0.4248421284294223,0
3238,-0.6340050892823776,w,k,p,f,region_other,p,w,-0.9193443482899346,0.14305494613905229,0.12851475947718155,g,1.5090495839065752,1.1921754938093307,o,0.0,-0.9161007989300664,b,1,d,0.34687331897704593,-1.419910265778999,0.39913350331949565,s,f,0.7581084715055914,t,t,v,s,b,1.98008550325918,c,w,g,1,x,1.465697056450095,0
7996,-0.8944599433119965,o,y,p,s,region_meadow,p,o,-0.2622746820848886,0.47355902985942244,0.3582585912572378,o,0.3954666261795146,1.013017157776737,o,0.0,-1.1584682924804597,?,1,l,0.7718062539647602,0.20597862467949912,0.0046299899044919554,s,a,-0.3982088928948374,e,f,v,s,b,-0.2615416812229912,c,n,n,0,f,0.8093778060850211,0
462,0.5569045444670282,g,k,p,s,region_forest,p,w,-1.032124519048439,-0.4248191802476149,-0.7664026160963013,w,-0.8059051922873657,-1.914081377923686,o,1.0,0.5800194346133385,c,1,g,-0.2660389717868062,0.48024611887204927,0.4249986444721091,s,f,-0.21512169144203952,e,t,s,s,b,0.04971486740099717,c,w,w,1,b,-2.452637189265702,1
2912,-0.9963422415601757,p,n,p,f,region_other,p,w,-1.4422063018486664,0.6784088292783039,0.6500856258746941,g,0.833247486582475,-1.7352290876859224,o,0.0,-0.9041571459220767,b,1,d,0.61268339873304,0.0684155533851445,0.6167800247918455,s,f,-2.9044789202557757,t,t,v,s,b,0.5675105511517674,c,w,g,1,x,-0.4801426145369254,0
1238,-1.0108148077916876,h,n,p,s,region_forest,e,w,2.0146423915312615,0.6282466123448567,0.027070805491829275,w,-0.5602840330396249,2.049379742004378,o,1.0,-0.8325216609866131,e,1,g,0.12284732376770709,1.1477700004991611,0.6706804386618334,f,f,-1.4685432407827872,t,f,s,s,b,0.2726512489445426,w,w,g,1,x,0.8903949297504297,0
1141,-1.1755546191854367,p,n,p,f,region_other,p,p,-0.44872963714144154,0.1402983083923086,0.5095888531071322,w,-0.4129642825100064,-0.6775371965486049,o,0.0,-0.5707092129926251,b,1,d,-0.8662130276326259,-0.8492017763699442,-0.763908683722427,s,f,-0.5418359620099349,t,t,v,s,b,0.3451722938679508,c,w,n,1,x,0.7072497397402788,0
4808,-0.0013958690147690966,h,h,p,f,region_forest,l,n,-0.4467157388702271,0.5662189730902213,-0.2892857967783612,n,1.447766681615292,-0.423782326209059,o,1.0,-0.15158189521814788,b,1,g,0.6063895740561334,2.0997862166494574,2.511344423501526,k,f,1.174488616444268,e,f,v,k,b,-0.2180626556795306,c,w,y,1,x,-3.1107894164246903,1
6719,-0.6384400588500332,b,w,p,s,region_other,e,p,-0.8917651569566688,-1.1249604359802523,0.9008329533906867,p,-0.7722439939829213,0.31715463081262946,o,0.0,-0.24284814058501725,?,1,d,-0.14367553455429985,0.5725299260723794,0.9057143551206078,s,f,-0.34533277835741555,t,f,v,s,n,-1.8921013202389827,c,w,e,0,x,-0.6391774699553207,0
6769,0.1726578056130576,b,w,p,s,region_other,e,p,2.4024243630993576,1.2420741079216402,-0.045762582067231605,p,0.5868928458882624,-0.8546597605653643,o,0.0,-0.11251620905365453,?,1,d,-0.8244357657138278,1.903775886204807,1.6041359838374123,s,f,-0.3030126897274392,t,f,v,s,n,1.5890028646407084,c,w,n,0,f,0.3428331414857675,0
3841,-0.5675690934238347,u,n,p,f,region_other,p,w,0.9288722768458499,0.14922963955829738,0.3274762984166926,p,2.4569525209116976,2.3270395179494683,o,0.0,-1.0215321578933583,b,1,d,1.6276690155063047,0.3894561997299961,0.5396080517978958,s,f,-0.9268821885176023,t,t,y,s,b,0.548601883351622,c,w,e,1,f,-1.3246649339361583,0
1050,-0.8238684968822322,w,k,p,f,region_other,p,w,-1.3732054561441862,0.081300374537689,0.49417270411233194,w,-0.40217507741681596,-1.1082053638820513,o,0.0,-0.8828779410192763,b,1,d,1.7072481404835576,-0.6397230991176679,-1.5311281971620612,s,f,-1.5556499230695486,t,t,v,s,b,0.5486297102228435,c,w,e,1,x,0.8865456143437245,0
5065,0.07998240879200444,h,h,p,s,region_urban,p,w,-0.5734451879817164,-0.4891744112600203,-0.6009226132719847,w,0.2311874353975551,-0.2629768064023329,o,0.0,-0.18061642307691203,b,1,u,-0.5643699620960807,0.15642937687933378,-0.22568308136757842,s,f,0.6907652091326598,t,t,s,f,b,-0.7389867974527627,c,w,w,1,x,0.7201478987887567,0
2238,0.4224852722951794,g,h,p,f,region_plains,l,p,0.12500618160652363,-1.0608594045782807,-0.4718774491991554,b,0.9203994742239979,0.7476199105550225,o,0.0,0.27924481628997266,b,1,p,-0.13469125449987626,-0.7014552676974305,-0.5158635344234102,k,f,0.7196055706898254,e,f,y,k,b,-0.02330455433213599,c,w,g,1,x,-1.6230063534626042,0
949,0.9018463481120499,w,n,p,y,region_urban,p,w,-2.747700285417222,-0.8712185458358828,-0.4984914353083396,w,0.6141566649737153,-0.050378838811734564,o,0.0,-0.4493015567627503,e,1,u,1.0117067906554496,0.31378307022241875,-0.39166170968701886,s,f,-0.3477398724693063,e,t,v,s,n,0.5703553529856066,c,w,n,1,f,-0.053225417873054126,0
390,0.11941045752300122,n,n,p,s,region_forest,p,w,-0.6727608953626416,-1.074155747551176,-0.7430003488937253,w,-0.4946585083741232,-0.36731408144308864,o,1.0,0.5387949856389298,c,1,m,1.8963913725982235,1.8091968056918988,0.3505062913954062,s,f,-0.4999676487643785,e,t,s,s,b,0.33162604644371724,c,w,y,1,b,-0.8202678889556686,1
2339,-0.9443495023228601,n,n,p,y,region_other,p,p,-0.5788523249823538,0.2097374663833011,0.3969698605149267,p,-1.6181378157847086,0.04434393161811129,o,0.0,-0.8445927557257301,b,1,d,0.2854678254216802,0.8265878622132324,-0.201590840611354,s,f,-0.32911842471018476,t,t,y,s,b,0.1441081595996221,c,w,e,1,x,0.20090410119253402,0
250,0.3841153406541994,w,n,p,y,region_forest,p,w,1.7161132047709975,0.967378795398565,-1.0279069205556122,w,-1.5430289591555695,-1.2052110209929203,o,1.0,0.48992077243956433,r,1,g,1.2015782151797512,-1.4993519853513917,0.11888173063526264,y,f,-1.5415233492711384,e,t,y,s,b,-1.3216882533545906,c,w,y,1,f,1.859871068064664,1
2950,-1.129211821080517,p,k,p,f,region_other,p,p,0.8640677049099492,-1.3630221222185537,0.27545971315327883,p,-0.9367664159395407,0.6346032551316442,o,0.0,-1.1185773473829923,b,1,d,1.5950654163191325,1.5561605643717151,0.18959665492328204,s,f,-1.3703696373675909,t,t,y,s,b,2.1659349390540004,c,w,g,1,x,1.7695820883189142,0
5985,0.02047669815111805,b,w,p,y,region_meadow,e,w,1.268333671807445,0.32480539704657946,-0.03931012074500656,p,0.32220735360981867,0.2912610790959938,o,0.0,0.027393921211760403,?,1,l,-0.356837318445546,-2.3168478632154907,0.22373830177630277,k,f,1.1251772304481364,t,f,v,s,n,-1.6913083979742907,c,w,n,0,x,0.9711682693573526,0
518,-0.8836491028148227,k,k,p,y,region_forest,p,w,0.11603663593846616,0.6760604814390078,0.9894384740681167,w,0.7667782019551481,0.7247689518594439,o,1.0,0.6371781192493878,c,1,g,-0.38754548138377504,1.2356482410253071,0.47578782636267936,s,f,1.3213255073247665,e,t,s,s,b,-1.1447756099941109,c,w,w,1,x,0.2910187991442926,1
1839,-0.8723247865113765,n,k,p,s,region_forest,e,w,-0.8322200475558954,-0.17025613442136456,0.7028068682400487,w,0.30807855937425876,2.1904871983346137,o,1.0,-0.6160196648321357,e,1,g,0.18562769206918392,-0.6357052645358853,-0.27787263160260234,f,f,-1.0880866425713502,t,f,s,s,b,-0.015677298204964295,w,w,g,1,x,0.030638324515168774,0
6112,0.17629580094032762,b,w,p,s,region_plains,e,p,1.4197353089965463,0.04454635541852809,-0.299364490775847,w,0.8575479003435598,-1.3608127868845246,o,0.0,0.35483436588335326,?,1,p,0.1437971183587321,-1.6991510455018224,0.33386400722789905,k,f,0.3482888415021859,t,f,v,k,n,-0.07471780498088128,c,w,e,0,x,-0.20786046860077745,0
7074,0.053793130713548395,b,w,p,y,region_meadow,e,w,1.3723086446017028,-1.1241717492634742,-0.4184635722220983,p,0.03114492085497936,-0.7283840537621665,o,0.0,0.3925966189536447,?,1,l,-1.8315564790815362,0.9068822651090572,0.5175438377177417,k,f,-2.395181055439514,t,f,v,s,n,-0.7299016621789841,c,w,n,0,f,-1.464884784556007,0
5286,0.16634300559350693,h,h,p,s,region_forest,p,w,-1.0981453832026944,-0.05233699132462759,-0.5260617908109892,w,0.22327995745047596,-1.010185942965421,o,1.0,-0.17793744515579468,b,1,g,-1.9179694372410612,0.5881265366529599,1.8718864838151246,s,f,-0.8667798701613636,t,t,v,s,b,1.330645221285307,c,w,g,1,f,-0.41088094943324777,1
6612,0.6259283771432845,b,w,p,y,region_other,e,w,-0.9009989767500383,-1.1778988844700318,-0.40834309585552764,p,0.07870596419641912,0.23476975592932178,o,0.0,0.38396002159754716,?,1,d,0.7626174208449308,-1.522118885220569,0.3792154829129898,k,f,-0.3006691311040598,t,f,v,s,n,0.6727969037391636,c,w,e,0,x,-1.1851011860610572,0
4818,0.009267857311350741,h,h,p,f,region_other,l,p,2.751858582440611,-0.09687184947074848,-0.4649943872145762,p,0.24675067585644556,-2.2957682767662275,o,0.0,-0.19762791515833214,b,1,d,-0.41240026167333954,1.2010279317392785,1.7001559757875238,k,f,-0.44407975416211803,e,f,v,k,b,1.2739574474824948,c,w,g,1,f,-0.0929277199134704,0
1233,-0.8136003265367739,p,n,p,f,region_forest,e,w,0.622659544520559,0.974139456934466,0.4952260225956585,w,2.4198895328203127,1.2902843612516786,o,1.0,-0.902465022662023,e,1,g,2.8636530081230047,1.5803547269450995,-0.06877125054360482,f,f,-1.9387133759109065,t,f,a,f,b,-1.801608689379469,w,w,w,1,x,1.1088395013664296,0
6717,0.07808444497768278,b,w,p,s,region_plains,e,p,0.32393597841056476,-1.7403402334184586,-0.015101473380990493,w,0.29098577624014643,-1.3334161904124773,o,0.0,-0.030188537101967085,?,1,p,-0.6137772840067285,-0.148614903297802,-0.5188837032350263,s,f,0.36426575203425304,t,f,v,k,n,-0.46406114648826624,c,w,n,0,f,-0.7233666101398996,0
6994,-1.0480955046650622,y,o,p,s,region_meadow,p,o,0.8189315901239873,-0.3978120887013828,-0.005975565562374552,o,-1.2309099081614965,-0.24439248314793682,o,0.0,-0.8477748604175028,?,1,l,-0.9343023981381183,-1.791623239729893,0.38631198061125993,s,a,0.15264409127373954,e,f,c,s,b,-0.12748204424800375,c,o,n,0,k,-0.0409536270074023,0
6889,0.10432081482522382,b,w,p,s,region_meadow,e,p,-0.7202609716753762,1.3618808941732667,-0.2347322203079213,w,0.8306232309459382,0.08597024521996884,o,0.0,-0.20899425629507817,?,1,l,0.2302184122497797,0.5226860300151136,-1.0593232377991952,s,f,1.3904764327704335,t,f,v,k,n,-0.6241142884179569,c,w,e,0,f,0.016673988306843534,0
4282,0.18268813370680115,p,h,p,f,region_forest,l,p,-0.8901434164877572,0.24882773229928767,-0.5459762655245854,p,0.2941184548541022,0.9712656666994436,o,1.0,-0.20823422655411927,b,1,g,-0.5957693935387804,0.7650324527757986,-1.0106992754000663,k,f,-1.8266872733972905,e,f,v,k,b,-0.6729310091862251,c,w,y,1,f,-0.7483242387199245,1
2766,0.23662674200395334,g,h,p,f,region_other,l,p,-0.7478457993330555,-0.6023254446040182,-0.360002806396128,b,1.2562029655742597,-0.5790114291888923,o,0.0,0.030806718318986688,b,1,d,0.32706571904320275,0.9440547827836084,1.3667387520688432,k,f,0.6626436880045035,e,f,v,k,b,-0.5242429033716477,c,w,g,1,x,1.4884180035291825,0
1745,0.9778775493844913,w,n,p,s,region_forest,p,w,-0.20542923915188,0.4992619234091316,0.056391286162296765,w,-0.015818245396344716,-0.7288659976649062,o,1.0,-0.38179288054373584,e,1,g,-0.44098905858993376,-0.1042301756838588,1.6753412201960358,s,f,0.42806946527413703,e,t,s,s,n,1.5641288349392,c,w,w,1,f,-1.1308768821444017,1
665,0.33070305058764615,w,n,p,s,region_forest,p,w,0.795497429735239,1.0682264805202781,-1.053943863392923,w,-0.8663228740176481,-0.8134584855803368,o,1.0,0.48375633205961704,c,1,m,0.8321850811234004,0.532887244290821,-0.472185552768513,s,f,-2.0002122147924273,e,t,n,s,b,1.674104773207668,c,w,y,1,b,-0.36815408363192886,1
7945,-1.0623908189868834,n,o,p,s,region_meadow,p,o,0.5307711263805902,0.5718475967687539,0.25565408017546787,o,0.47902723126725805,-1.1613031792896151,o,0.0,-0.8463685144434505,?,1,l,-0.8312828540523355,-0.667337071018098,-0.8105028271524843,s,a,0.014081244713730021,e,f,c,s,b,-0.5939545713113566,c,o,n,0,k,-0.7024287686632099,0
4046,0.0037765166629533248,h,h,p,y,region_other,l,n,0.6153357821622029,-0.8871631305525021,-0.3144801140422106,n,2.094386364465041,-0.3943643395540206,o,0.0,0.030261287765509806,b,1,d,-1.4071351502967508,0.33087593645575686,-1.7817981477040234,k,f,-0.919010158058446,e,f,y,k,b,0.08040078763871984,c,w,g,1,x,0.06446923159692655,0
350,-0.29745029063733763,h,n,p,s,region_forest,e,w,-0.8292424879145295,1.3367213199730503,0.2514337670683187,w,0.4827784825058153,0.3098167536914542,o,1.0,-0.6718225694999109,e,1,g,0.11201705776450006,1.6222098504153928,-1.3844389317184296,f,f,1.7559574619026566,t,f,a,f,b,0.836025689406052,w,w,g,1,f,1.2812602922581782,1
7157,-0.1106236334448975,b,w,p,s,region_plains,e,p,0.2043002713836313,-1.5038883541747028,-0.07297851749412826,w,1.8909720326402637,2.1666910177970067,o,0.0,0.5991336276978536,?,1,p,-0.6534576856807959,-2.0385177896991333,2.352306407035999,k,f,-1.4151071964521662,t,f,v,k,n,0.23454689882099913,c,w,n,0,x,0.667761066701399,0
7720,-0.8047540718120328,w,w,p,s,region_forest,p,w,-0.12281980729835627,-0.4947618491617907,0.4105125420005253,w,-0.2785863459062285,-1.9693740247843685,t,0.0,-1.0774314650716006,?,1,g,-0.424837148523913,-0.25982890654056456,0.9416447897727138,k,f,-1.5562941366040748,e,f,s,k,b,-0.6057723276066371,w,w,g,0,b,-0.5009472082492787,0
4663,-0.6929830728682684,w,h,p,y,region_other,f,w,-0.19439979829142065,0.5092324380887565,0.34690551795674646,w,1.806086581961016,1.425244433320267,o,0.0,-1.0532999881117049,?,1,d,0.8469347849021993,2.6758041915643185,-1.0118267293138814,f,f,-0.8136543346345524,e,f,y,s,n,-1.2792623012520323,c,w,u,1,x,0.6200924453597493,0
3163,-0.7324125446509708,w,k,p,y,region_other,p,w,2.2265832121969256,-0.9607577403714407,0.3889533120148755,p,-1.638026949878346,1.0426621798991051,o,0.0,-0.9388974695086185,b,1,d,-0.07787018956165025,-1.5899466926250567,1.8701789995679263,s,f,0.2033050866427709,t,t,v,s,b,-1.0576868679287315,c,w,g,1,f,0.4237797674102065,0
6519,0.2947943269129063,b,w,p,y,region_meadow,e,p,0.9395278914427467,-2.381737596075209,-0.3086463897297153,w,-1.4345345619181455,0.09360285407076875,o,0.0,-0.10368594918632396,?,1,l,0.016729924461629797,-1.0300022223156644,0.6735874526149749,k,f,0.2467562513666971,t,f,v,s,n,1.02777696938212,c,w,e,0,f,0.9630847581139547,0
6524,-0.5733728030237177,b,w,p,y,region_other,e,p,0.8853119282405111,0.7063233413251708,1.5390212492123225,p,0.5042756268657623,-0.06364734550808296,o,0.0,-0.13807670449090237,?,1,d,0.861092891816037,0.8745204439758592,0.31768886950762226,k,f,-2.297412928120487,t,f,v,k,n,0.41780986168284734,c,w,e,0,f,-1.252352847885232,0
2421,-0.5041528564100954,p,n,p,f,region_other,p,w,-1.2833704189854005,1.2707508017456417,0.1985621393201847,g,-1.6564311676498982,1.3595402016795137,o,0.0,-0.9975252049806375,b,1,d,0.8184587783647519,2.1251796799390776,0.6529936514876222,s,f,0.46212020715503427,t,t,v,s,b,-0.5505412837906661,c,w,n,1,x,0.2367147798379491,0
370,0.3121626470387467,w,n,p,y,region_forest,p,w,0.3087214290429296,1.448154767488381,-1.0577433957829958,w,0.22772433184456706,-0.34960582395774564,o,1.0,0.751210446130749,r,1,g,-1.0828010297615929,0.6450978986376945,1.1475692983606798,y,f,-1.0408110185772719,e,t,s,s,b,-0.0009289353094979465,c,w,y,1,x,-1.7785135554433957,1
4792,0.20626110263163505,h,h,p,f,region_other,l,n,2.061437710197959,0.578731750204021,-0.3517735382475054,p,1.11616627332848,1.0344866741821495,o,0.0,-0.04683256500255159,b,1,d,-0.9344485818612497,-1.1570953698288462,-1.0982439220455467,k,f,0.10036753853762062,e,f,y,k,b,0.07924202824045898,c,w,y,1,f,0.2618702884906011,0
5217,0.024897998650641656,w,h,p,s,region_urban,p,w,-0.8281863975798219,-0.40850656740123276,-0.4743885752402244,w,-0.4409461934385875,-0.674547528233519,o,0.0,0.05887321011566272,b,1,u,-0.27535938379222374,0.04157546097372049,-1.1169287013145022,s,f,-0.0772608102183894,t,t,v,s,b,1.5846233049551317,c,w,w,1,x,-2.592259783705173,0
