id,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,is_smelly,is_poisonous
2332,f,f,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d,0,0
6845,k,y,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,1,1
4533,x,y,u,f,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,v,d,0,0
5609,f,s,g,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,v,g,1,1
1246,f,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,0,0
6672,x,y,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,1,1
3233,x,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p,1,1
5136,f,s,w,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,v,g,1,1
6224,k,y,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,1,1
2779,x,f,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,0,0
252,s,f,n,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u,0,0
912,x,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,1,0
1172,f,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g,0,0
2580,x,y,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d,0,0
7134,k,s,g,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g,0,0
6774,x,f,w,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g,0,0
6252,f,y,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,1,1
2087,x,f,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d,0,0
3769,f,f,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d,0,0
6765,x,s,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,1,1
7443,f,y,n,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,0,0
2081,f,s,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g,0,0
6428,x,s,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,1,1
2763,x,y,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d,0,0
1468,f,f,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,0,0
7824,k,y,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,1,1
4239,x,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g,1,1
3536,x,s,g,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d,1,1
4901,f,y,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p,1,1
3197,f,f,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d,0,0
4081,x,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p,1,1
3655,f,y,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,0,0
7546,k,s,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,1,1
60,s,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,0,0
2230,x,y,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d,0,0
6286,f,y,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,1,1
4735,x,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d,1,1
4716,f,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p,1,1
4085,x,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p,1,1
2060,f,s,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g,0,0
3020,f,f,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d,0,0
5273,k,f,n,f,n,f,w,n,w,e,b,s,s,w,n,p,w,o,e,w,v,l,0,0
246,x,s,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,1,0
6624,f,s,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,1,1
1029,x,s,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,0,0
180,x,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,1,1
184,f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,p,1,0
2643,f,y,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d,0,0
3568,f,y,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d,0,0
7632,x,s,w,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g,0,0
3864,x,f,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,d,1,1
2009,f,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,g,1,1
228,x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,1,1
6023,k,s,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,1,1
851,f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,g,1,0
8021,f,s,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,1,1
141,b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,1,0
3055,f,y,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,0,0
3881,x,f,g,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d,1,1
7835,k,y,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,1,1
1313,x,f,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,0,0
3594,f,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g,1,1
4280,x,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,d,1,1
6848,f,s,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,1,1
4197,x,y,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,0,0
2739,x,y,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d,0,0
254,b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,1,0
5689,f,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p,1,1
4071,f,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p,1,1
6334,x,s,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,1,1
878,f,y,y,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,g,1,0
6316,f,s,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,1,1
602,f,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,0,0
6645,x,s,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,1,1
5255,b,y,b,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m,0,1
5445,x,s,b,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,v,g,1,1
4953,f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p,1,1
5077,f,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,p,1,1
1678,f,s,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,0,0
5893,k,y,n,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,0,0
4699,x,s,g,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,g,1,1
2688,f,f,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d,0,0
3098,f,f,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d,0,0
3078,f,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p,1,1
3767,f,f,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,0,0
6682,f,y,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,1,1
1933,f,f,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,0,0
5073,f,f,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g,1,1
5595,x,y,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,1,1
5393,x,s,b,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,g,1,1
909,x,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,g,1,1
953,x,f,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,0,0
7086,b,f,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g,0,0
5289,f,s,g,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,s,g,1,1
3553,f,y,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,y,d,0,0
7881,k,y,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,1,1
6847,f,y,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,1,1
5917,x,s,e,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,0,0
7933,x,f,g,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g,0,0
6208,x,s,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,1,1
164,x,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,1,0
7288,k,y,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,1,1
2523,x,y,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d,0,0
1588,x,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p,1,0
7012,k,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,1,1
3821,x,f,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d,0,0
3107,f,y,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,0,0
6344,x,y,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1,1
932,f,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g,1,1
7232,f,y,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,1,1
5067,f,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p,1,1
5551,f,y,r,f,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,v,d,0,0
2854,f,f,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d,0,0
4412,f,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d,1,1
679,b,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,1,0
2636,x,y,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d,0,0
4754,f,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p,1,1
2861,f,y,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,0,0
5966,x,y,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,1,1
6212,x,y,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,1,1
1688,x,y,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d,0,0
505,x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g,1,1
7734,k,y,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,1,1
4047,f,y,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d,0,0
1462,f,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,0,0
3014,x,f,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,0,0
1609,x,s,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,0,0
3787,f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p,1,1
4442,x,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p,1,1
1419,f,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,0,0
4948,x,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d,1,1
6716,f,s,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,1,1
4238,f,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p,1,1
1203,f,s,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,0,0
6899,f,s,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,1,1
4704,f,s,b,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,u,1,1
5809,f,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,d,1,1
5501,x,y,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,1,1
1659,x,f,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g,0,0
7416,x,f,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g,0,0
4996,x,s,n,t,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,0,0
3531,x,s,w,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d,1,1
2547,x,f,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d,0,0
726,x,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,1,0
2790,f,f,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d,0,0
4217,x,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g,1,1
7137,k,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,1,1
5991,x,y,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,1,1
4573,x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p,1,1
3125,f,y,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,0,0
3335,f,y,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d,0,0
5848,f,s,w,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,s,g,1,1
6351,f,y,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,1,1
791,f,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,p,1,0
6411,x,s,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1,1
7893,x,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,n,c,l,0,0
8043,f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,b,v,l,0,0
3024,f,y,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d,0,0
2418,x,y,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,0,0
7590,b,s,w,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,0,0
6728,x,s,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,1,1
7780,k,s,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,1,1
6009,f,y,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,1,1
5040,f,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p,1,1
6260,x,s,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,1,1
1458,x,s,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g,0,0
2288,f,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u,1,1
2656,x,y,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,0,0
5132,x,y,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,1,1
1733,x,f,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g,0,0
1459,f,s,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,u,1,1
4633,f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g,1,1
2028,x,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,0,0
5431,f,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g,1,1
3428,f,y,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d,0,0
6315,f,y,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,1,1
1195,x,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g,1,1
4240,x,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p,1,1
5545,f,s,w,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,u,1,1
6534,x,s,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,1,1
2709,x,y,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d,0,0
4089,f,y,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d,0,0
3218,x,s,g,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d,1,1
2906,x,f,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,0,0
152,x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,1,0
964,f,s,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,0,0
2927,x,f,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d,0,0
464,x,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u,0,0
5218,x,y,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,1,1
7735,k,s,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,1,1
7622,b,f,g,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g,0,0
2174,x,y,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d,0,0
1213,x,f,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,0,0
4364,b,y,w,t,n,f,w,n,w,e,b,s,s,w,w,p,w,o,p,w,c,l,0,1
945,f,f,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,0,0
7694,k,s,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,1,1
2503,f,f,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d,0,0
7770,k,y,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,1,1
5865,f,y,b,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,0,0
7991,k,s,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,n,g,0,0
300,x,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,0,0
6177,f,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,1,1
7156,k,y,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1,1
6364,f,s,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,1,1
6302,x,y,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,1,1
1605,f,f,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,0,0
3543,x,s,p,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,1,1
2990,x,f,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d,1,1
5897,f,s,g,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,s,u,1,1
5602,x,y,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,1,1
258,b,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,1,0
6435,f,s,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,1,1
4638,x,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p,1,1
5305,x,y,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,1,1
3347,f,y,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d,0,0
1898,f,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,0,0
1844,x,y,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d,0,0
6054,x,y,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,1,1
356,f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,1,0
2037,x,f,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g,0,0
598,x,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g,1,1
563,x,f,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,0,0
3933,x,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p,1,1
2582,f,f,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d,0,0
916,x,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m,1,0
553,f,s,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,1,0
5954,f,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,p,1,1
3413,x,f,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,0,0
3267,f,y,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d,0,0
6118,x,s,e,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,1,1
5902,f,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,d,1,1
5392,k,s,b,t,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,0,0
3241,f,y,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d,0,0
2962,x,y,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d,0,0
6233,k,y,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,1,1
569,b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,1,0
1471,f,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,0,0
4158,f,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p,1,1
1254,f,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,g,1,1
4265,f,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g,1,1
4376,x,y,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,1,1
2784,f,f,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d,0,0
4395,f,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p,1,1
2150,x,f,e,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,0,0
6536,f,y,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1,1
4855,x,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p,1,1
7912,b,s,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g,0,0
914,x,s,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,0,0
5789,b,s,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m,0,1
3277,x,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d,1,1
6352,x,s,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,1,1
3880,f,y,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,0,0
6109,x,s,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,1,1
1872,f,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,0,0
4825,f,y,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d,1,1
3546,f,y,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d,0,0
260,f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g,1,0
4787,f,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g,1,1
666,f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g,1,0
211,b,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,1,0
3541,f,y,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,0,0
1450,f,f,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,0,0
6219,k,s,w,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g,0,0
7979,k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,o,v,l,0,0
7587,k,y,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,1,1
3554,x,f,p,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d,1,1
6262,x,s,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,1,1
921,x,s,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g,0,0
5810,x,y,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,1,1
2646,f,f,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d,0,0
2209,x,y,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d,0,0
7215,k,y,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,1,1
