id,gill-attachment,pore_density_index,is_smelly,cap_firmness_index,airflow_intensity,stalk-shape,veil-color,stalk-color-below-ring,population,fiber_thickness_score,cap-shape,bruises,cap-surface,stalk-surface-below-ring,stalk-surface-above-ring,spore-print-color,stalk-color-above-ring,cap-color,gill-color,dark_spore_print,habitat,soil_mineral_level,cap_radiation_index,has_ring,gill-spacing,stalk-root,odor,forest_canopy_density,ring-number,gill-size,spore_dispersal_score,local_humidity_index,ring-type,surface_moisture_level,veil-type,is_dangerous
3942,f,-0.5564164004642931,0,-1.5451309051116413,-0.7833162070439545,t,w,p,y,1.088618460662226,x,t,y,s,s,k,w,g,p,1,d,-0.8063066134761522,0.2535155111284576,1,c,b,n,-0.2692893497393173,o,b,1.0162872857414271,0.08115363863614018,p,1.0118211762355755,p,0
5449,f,0.18632503430303576,1,-1.4339373740349537,0.9524947916159495,t,w,w,s,1.5717209138534616,f,t,s,f,f,h,w,w,p,1,g,-0.8821996974665731,0.9211758575776854,1,c,b,f,-0.4917504207977727,o,b,0.03710623384033101,-0.7644538207130509,p,0.6607503524304116,p,1
108,f,1.1719840898608513,1,0.24801351071422595,-0.20859515574905022,e,w,w,s,0.49284150856407644,b,t,y,s,s,n,w,w,g,1,m,1.1538768462061975,0.4062861029778771,1,c,c,a,0.21501219585600634,o,b,-2.414216528802493,0.9610411036106785,p,-0.36741288910217135,p,1
2675,f,-0.12346545376243015,0,1.1274027270645783,-1.0086628549899346,t,w,p,v,0.7610317708949567,f,t,f,s,s,k,p,n,u,1,d,0.5873597678972885,0.5805456431099922,1,c,b,n,-0.20445412047509298,o,b,0.9504096316101559,-0.9587465392199354,p,0.6347251891792207,p,0
5037,f,-1.1121286289896701,1,0.5725410611184019,-0.05149339031751251,e,w,n,v,-3.047435994744432,f,f,f,k,k,h,n,g,h,1,g,0.49885322059027243,0.03197334872998403,1,c,b,f,-0.06663138309554847,o,b,1.0538503448280847,-0.7964989533479263,l,-0.16201563389323612,p,1
5173,f,0.08050633854010598,1,-1.954968544257803,0.5283217054214392,e,w,p,v,-0.5313201294400655,f,f,y,k,k,h,b,y,h,1,g,-0.7162263414781038,0.1369733520374947,1,c,b,f,-0.19607438252312565,o,b,-1.994615123620767,1.8534387245911843,l,-0.48895542387934543,p,1
2255,f,0.755741237492871,0,-1.3576932743137915,0.032543872795368856,t,w,p,y,1.5294137883044228,f,t,f,s,s,k,p,g,p,1,d,-0.7966380716987197,0.47608495156223346,1,c,b,n,-0.40564300658418057,o,b,0.43961831811772994,-1.006242529598899,p,0.21378043187318224,p,0
2016,f,-1.409392490026804,0,0.937791538525052,0.13147312387689675,t,w,w,s,-0.14122684089428747,f,f,f,s,f,k,w,w,h,1,g,0.9778814678518719,1.1503785308787244,1,w,e,n,-0.8606538383809961,o,b,-1.2257874008556806,0.24078805027321193,e,0.5498699844908967,p,0
3506,f,0.016242933363579327,1,-0.6705926519123361,-0.4644536376427971,e,w,n,v,0.07014967885769471,x,f,f,k,k,h,p,g,p,1,g,-0.7905975244587431,-1.3332533265214037,1,c,b,f,0.37445454251066473,o,b,-1.0361445216818017,-0.06827577482877176,l,2.236334014023641,p,1
4068,f,1.929934665532375,0,-0.8248305767575925,-0.23637150194198878,t,w,p,y,-1.731130387540856,f,t,y,s,s,n,p,g,w,1,d,0.45532094983596727,0.5896279192522473,1,c,b,n,1.4690985456522059,o,b,0.6446027137331797,1.010580466636368,p,-0.5005056602039589,p,0
5152,f,1.6115891539161233,1,-0.52337174710124,-0.20421359506273204,e,w,b,y,0.30000002863192266,f,f,y,k,k,h,p,y,g,1,p,-0.7347237382225736,0.05512016381242069,1,c,b,f,-1.519721349613822,o,b,-0.8135472243173831,1.0863454557112733,l,0.24541789986735613,p,1
7426,f,0.37940335243031403,1,-0.6277653229124105,1.4639848416801677,t,w,w,v,2.0720634139637366,k,f,y,k,k,w,p,e,b,0,l,0.4916810258328148,0.4573277985381114,1,c,?,f,-0.2635122525557737,o,n,-1.125919358744548,-0.8763936386406288,e,-1.5460357987209514,p,1
814,f,0.4615874653465612,1,1.349420216983684,-0.7084852234185084,e,w,w,v,0.4258573655865509,x,t,s,s,s,k,w,n,k,1,u,-0.12612630272562728,-0.3725658824848082,1,c,e,p,0.15417301062009395,o,n,1.3089966666529593,0.6512162823560507,p,-0.34772223493197585,p,1
7638,f,-0.6291844566104704,1,2.23417468082605,0.832654774723142,t,w,w,v,0.29970713416582134,x,f,s,k,k,w,p,n,b,0,d,0.1977765183919129,-1.4420252837937366,1,c,?,s,-0.19375720500341523,o,n,0.7818431812077868,-2.1015068455886765,e,-1.4677721254245275,p,0
5817,f,0.41856280898783205,1,0.7745651834974777,-0.8430734146971942,t,w,w,v,0.44821215061289027,x,f,y,s,k,w,w,n,b,0,l,0.4380691833107535,-0.7044052499928304,1,c,?,y,0.6864153814393305,o,n,-0.16531721324027512,-0.27155268510829333,e,-0.7430814416659134,p,0
5820,f,-0.4150120738238651,0,-1.299311645995077,1.0148460980111467,e,w,e,c,1.7894254820903963,x,t,s,s,s,w,e,n,w,0,w,-0.08891250670118372,-0.7600015092813283,1,c,?,n,-0.5662630727272828,t,b,0.6476552727140743,-0.6648926822518463,e,0.30221974269364166,p,0
5033,f,-0.15143851305101017,1,-0.48747211480156466,0.3462557021257754,e,w,b,v,0.008573411840353923,x,f,y,k,k,h,n,g,g,1,g,0.979350174154531,0.0067893309385497385,1,c,b,f,-0.18949931526813596,o,b,0.0724662153933229,-0.8581685799216043,l,0.35337302341920734,p,1
1103,f,1.0338910106512036,1,-0.8173117024578972,-1.5699747266938249,e,w,w,s,-0.4800215106750887,x,t,y,s,s,n,w,n,w,1,g,0.9527613105103858,-0.5792348519722823,1,c,e,p,-0.6385231244280305,o,n,-0.6156374928771858,0.046859589039140635,p,-0.6716462670918723,p,1
29,f,1.5393193119485735,1,1.097186074156234,2.607889380594245,t,w,w,v,0.38509530353024485,x,t,s,s,s,n,w,y,n,1,d,1.4404195886525595,0.6469119636938793,1,w,b,a,-0.16514536481678638,o,n,0.578681844424877,1.2238188343067036,p,-0.37241455459248757,p,1
4984,f,-0.12897062122852448,0,-1.8180793836014721,-1.584622442520806,e,w,w,y,0.10618284774919513,f,f,y,f,s,h,w,u,w,1,d,-1.3348497513248874,1.2005256986225243,1,c,?,n,-0.06324408273573472,o,n,-0.37744695659976774,0.00948639351363248,f,0.24450813382834077,p,0
5488,f,1.7345827208169255,1,-1.6112605379953344,-0.06600115409518903,e,w,b,v,-1.0649096590107445,f,f,y,k,k,h,p,y,g,1,p,-2.240833397907387,1.0500197988586912,1,c,b,f,0.2878634239164934,o,b,0.2790891056365512,0.6513857776256282,l,-1.4913876349798483,p,1
2899,f,-0.3223046840325609,0,1.9252130777592544,3.1417809744840413,t,w,p,v,-0.4065951755241627,f,t,y,s,s,k,g,n,n,1,d,-0.7946842115381062,0.9945219701977239,1,c,b,n,-0.3685235939592865,o,b,-0.6865825280717006,1.3784363034213816,p,-0.047038659255799566,p,0
749,f,0.1432267129082201,1,0.5497802609821923,0.6004907814008196,t,w,w,v,-0.8261242435799611,f,t,s,s,s,u,w,y,n,1,d,0.9398085383225853,0.5718933204695963,1,w,b,a,0.2541631676884687,o,n,0.3943433865229547,-0.23502511678259894,p,1.651726075656116,p,1
7230,f,-0.8534856415875758,1,-0.7609134798075177,-0.20154958791230587,e,w,c,c,-0.9320451485257982,f,f,y,y,k,w,c,e,y,0,d,-0.553414868722205,0.17633140682492338,0,c,c,m,1.5366842676066157,n,b,-0.5135218630234828,-0.4396843129412028,n,0.6396065150354724,p,0
3319,f,-0.7359816687244047,0,1.3841058465059235,-0.9348558701104329,t,w,g,y,0.582740464653963,f,t,f,s,s,k,w,e,n,1,d,0.7248964809178194,2.0995949690821902,1,c,b,n,0.3368322367675696,o,b,-1.6742774063124404,1.0751402097749785,p,1.5324939714590151,p,0
2523,f,1.561140855213137,0,-0.6255117417362148,-0.20009283296883468,t,w,w,y,0.5133304855482658,x,t,y,s,s,k,g,n,n,1,d,-2.0198403085067786,0.038756247506474065,1,c,b,n,0.2471686221725707,o,b,0.4552434358666372,0.3658392260055397,p,-0.9776640592717641,p,0
8073,a,-0.9920779976099755,0,-2.3004109720079366,0.26326065660893927,e,n,o,v,0.955585058840506,k,f,s,s,s,y,o,n,n,0,l,1.6013622362036493,0.18676341344153646,1,c,?,n,0.44015084226127144,o,b,-1.3498849387941974,1.2030781072614116,p,0.3278208788445032,p,0
5097,f,0.7274921359734977,0,1.4717692554955328,0.2615571653634055,e,w,w,v,-0.7016467637760313,b,t,y,s,s,r,w,p,w,0,g,-0.6031332230490194,-0.07480647486965558,1,c,b,n,1.011670784354139,t,b,0.13595989740380202,0.3374978297284269,p,0.41802107822299267,p,0
6332,f,-0.31209222460653785,1,-0.09561404655042607,0.9277049417720344,t,w,w,v,-1.3369452755522226,f,f,y,s,s,w,p,e,b,0,l,0.38112595637786967,0.9111994225141687,1,c,?,f,-1.1797594437960381,o,n,-0.19614744129454617,-0.11837293334816193,e,-1.3258515519343088,p,0
1474,f,0.3956064622187181,0,-0.4720196132820156,-0.26368775124625893,t,w,w,a,-0.3123025006102262,x,f,f,s,s,n,w,g,h,1,g,-0.6758348617693668,-0.9870698877249108,1,w,e,n,0.37366369261082527,o,b,-0.5190582087634449,0.7415454953217128,e,-0.6278024350706654,p,0
4161,f,0.10815078796415663,0,0.37712344127022007,1.4825472480453248,t,w,w,v,-0.7552713435668612,f,t,f,s,s,n,g,g,u,1,d,-1.1708582334664697,-0.339845298624119,1,c,b,n,-0.390378994691993,o,b,-2.5068300248156667,-0.1398083672755852,p,-0.06324481340103867,p,0
6149,f,-0.41898696177073136,1,-2.3527523062815763,0.5600964514442106,t,w,p,v,2.312669539607887,f,f,s,s,k,w,p,n,b,0,p,-0.632757289233409,-1.4801080541729026,1,c,?,s,0.5777363257873255,o,n,0.02442298226248135,0.6851522933261267,e,0.7111877956738906,p,1
7959,f,0.5907027122326198,1,-0.6864861414865847,0.32330085894294935,t,w,p,v,0.9680128227723279,k,f,y,s,k,w,w,e,b,0,l,0.13973018006532983,-0.9011415322410864,1,c,?,f,0.14569803429311035,o,n,0.23734377163458253,0.7862079482826076,e,0.2555721401193487,p,0
6005,f,2.373218400975575,1,-0.5072702388090342,-0.1815926987948846,t,w,p,v,-1.7883246075478243,f,f,y,k,s,w,p,e,b,0,d,-1.2672796585173216,0.9925845665448789,1,c,?,s,0.45246876516411055,o,n,0.028358767202834975,-0.13399270140059683,e,0.09299475967869714,p,1
2108,f,-0.8396591909943495,0,0.8132973539202071,-1.498964311301537,t,w,w,v,0.8936908443257267,x,t,f,s,s,k,p,g,w,1,d,1.6896228503310262,1.3768216631284727,1,c,b,n,-1.1888884392979415,o,b,0.8437239768262461,-0.5419202814737889,p,1.1016500671651597,p,0
4841,f,-1.1445781627236664,1,-0.7557114591813673,0.7569978330774594,t,w,w,v,0.012401944818845387,x,t,s,f,f,h,w,w,h,1,g,1.1522203872279186,1.0626135341807925,1,c,b,f,0.5756251666566775,o,b,-0.13202968547592292,-1.8074564731662535,p,0.4592190232118289,p,1
721,f,0.4434423058876745,1,1.1027822473275728,-0.052388692894590756,e,w,w,n,-1.4716479476306472,x,t,s,s,s,k,w,w,k,1,g,0.24971674595602295,-1.058365196466713,1,c,c,a,0.9167629368904546,o,b,-2.3043116632856906,1.3967942426339102,p,-1.4083867417457268,p,1
5087,f,0.9492694475501682,0,-0.4540312155250251,0.4011041257037019,e,w,n,v,0.9485334348499915,k,f,f,s,f,w,w,c,w,0,l,1.2778902470907554,-0.7926453740124726,1,w,b,n,0.05740382208634132,o,n,0.4131030625928937,-0.4584451667057284,e,0.4316270008792509,p,0
6615,f,-0.9641001770958001,1,-2.159248413413239,0.7817431608441038,t,w,p,v,-1.3262345859312439,f,f,s,s,k,w,p,n,b,0,p,0.919955830975614,0.8833844777450932,1,c,?,f,0.5700655936176814,o,n,-0.5692550221128788,1.0736965191439267,e,-0.19715867264288506,p,1
3903,f,1.5051533841796465,1,2.8231174112671455,1.3196185631470962,e,w,b,v,-0.6540821432422896,x,f,f,k,k,h,p,y,p,1,g,-0.14726882139724254,0.9093968004529847,1,c,b,f,0.3469684929097227,o,b,1.4331618334194944,0.4029101741081661,l,0.3299655735312294,p,1
2908,f,-1.2579738347145055,0,0.7821907039613288,1.181037312043433,t,w,w,y,-1.0714763429656193,x,t,f,s,s,k,w,g,p,1,d,0.8509437524805515,-0.4762829584078117,1,c,b,n,-0.33452241207176625,o,b,-0.4256198501284398,-0.9736649546409909,p,-0.11576618737057508,p,0
1158,f,0.8817571203633842,0,0.527457309146987,0.4512151097897237,t,w,w,s,-1.6981581743647174,f,f,f,f,s,n,w,w,n,1,g,-0.6338434124861047,-1.279985514269338,1,w,e,n,0.39588673868404606,o,b,1.549518279855325,-0.36857136251460487,e,1.094548275233457,p,0
1711,f,1.544333810390488,0,-1.401051744057209,0.6104579724246727,t,w,w,s,-0.6507670379180182,x,f,f,f,f,k,w,g,h,1,g,1.6980390491946051,0.4944988666527536,1,w,e,n,-1.0358784285684035,o,b,-0.36969917479976805,0.5155530648621612,e,0.2948393612153504,p,0
3056,f,2.1991238053449407,0,-0.3164710426498841,0.4136283641861726,t,w,w,v,-0.003013937960264833,f,t,y,s,s,k,w,n,p,1,d,-0.015600232933590813,-1.073461128674212,1,c,b,n,-1.0848310116346258,o,b,-0.9985957145740747,0.3338324674766607,p,-0.7208883568080272,p,0
2913,f,-0.1669350543983701,0,-1.2413641835805693,1.7785079987592274,t,w,p,v,0.9197421761773324,x,t,y,s,s,k,p,e,u,1,d,0.054381260709114386,-1.3177333254031733,1,c,b,n,-0.5853573642652545,o,b,-0.3953224392716184,0.5216583593378146,p,0.7658796624131298,p,0
4275,f,-1.7642589329784073,1,0.08996041154820894,0.5225808330998779,e,w,n,y,1.435530026257875,x,f,f,k,k,h,b,y,h,1,p,-0.751392904244213,0.43588087459083175,1,c,b,f,-1.9934964692402453,o,b,-0.13603018598922825,1.1915505755579119,l,0.31019454405094826,p,1
3609,f,-2.065274297458198,0,-0.08156612043058602,0.8036781915550166,t,w,w,v,-0.12721660087012307,f,t,f,s,s,k,w,g,u,1,d,0.29043108657810657,2.081862108913733,1,c,b,n,-0.7346407358281739,o,b,0.43777472694645325,-1.0004175798223753,p,-0.22909546546596546,p,0
1351,f,0.27828867384120826,0,-0.2681036930243923,-0.03684978907923231,t,w,w,s,0.0683194144559118,f,f,s,f,f,n,w,n,k,1,g,0.09720709943064737,-0.23834015611308004,1,w,e,n,-0.4142634975485859,o,b,-0.02909959912668373,-0.4996170920380823,e,-0.19149053085420917,p,0
1677,f,-0.42847580858614803,0,-1.3410567379577842,0.3659844367037729,t,w,w,s,-0.7715039092018586,f,f,s,f,f,n,w,n,h,1,g,-0.03062553799429245,0.8829822912216329,1,w,e,n,-1.6735781365800437,o,b,0.218218712471425,0.07284617570561741,e,-0.8698236451694155,p,0
6264,f,0.4494194634168342,1,-1.3902850599421557,0.8555589515263757,t,w,p,v,0.022759236465739074,f,f,s,k,s,w,p,n,b,0,d,-0.49166437897935256,-1.5727194352549083,1,c,?,y,-0.7828413596317569,o,n,1.9784414246834172,0.22064255035087807,e,-2.943530077933057,p,0
7975,f,0.7964761236296682,0,0.7134627609752084,1.061210093694315,e,w,w,n,0.0048062868819392455,b,f,f,k,s,w,w,w,g,0,g,-1.8583341828888094,-1.0549315089859534,1,w,?,n,1.156237568176118,t,b,1.6019089131380646,-1.3047000727787106,p,0.7695882546233157,p,0
1972,f,-1.4118090402313928,1,1.06231238527213,0.07918940481783027,e,w,w,v,0.5844808204699021,x,t,s,s,s,k,w,n,w,1,u,0.37812323093647315,-0.3726747568918545,1,c,e,p,1.158128519528753,o,n,-0.38513721017219427,0.825581627417271,p,0.1162641373710621,p,1
2900,f,-0.7199228493893658,0,0.8563089769555172,-0.8080323770371366,t,w,w,y,-0.9046427148475279,x,t,y,s,s,n,g,g,w,1,d,0.3516369434745213,-0.048784198880981774,1,c,b,n,-0.9459336664948463,o,b,1.3653413807909593,0.21016369652850003,p,0.5951301628988109,p,0
5103,f,1.5677399140235018,1,1.0073697528936145,0.8353154861832259,t,w,w,s,-1.2684812322594436,x,t,s,s,s,h,w,w,p,1,u,1.2062084487406783,-0.047558084156777244,1,c,b,f,-2.35113579873695,o,b,0.16805772549552137,-2.009684287776898,p,1.6779554099237237,p,1
7713,f,0.7399496541533435,1,1.4789657343651517,-0.8105674366329482,t,w,w,v,0.9422305562460016,x,f,s,s,s,w,w,e,b,0,l,-1.0191752501914062,-0.07117365652522158,1,c,?,f,-0.5533889985008972,o,n,0.622994868421612,-0.7424376161781805,e,-0.01384539441935645,p,0
3783,f,0.1385472842460188,1,-1.7952731233518255,-0.8442874049533684,e,w,b,v,-1.5886373525413418,f,f,f,k,k,h,p,g,g,1,d,0.7769382201244142,-0.8915240069211342,1,c,b,f,-2.179110343191697,o,b,0.8965231814317429,0.42612635563690004,l,1.351709105372455,p,1
147,f,0.9093009614707125,1,0.45940555334208416,-3.198774821906486,e,w,w,n,-0.06838335587272262,x,t,y,s,s,n,w,y,w,1,m,1.0546314487250863,-1.1288051030897461,1,c,c,l,-0.12087786225887107,o,b,-1.275530185609032,-0.7003024443894417,p,-1.7997443317653965,p,1
7640,f,-1.5201634095729948,0,-0.9005515596236933,0.4698991005312386,e,w,w,s,-1.8598021030516498,b,f,s,s,s,w,w,w,p,0,g,-0.5950292038733397,1.4762418413622986,1,w,?,n,-0.7822364494246937,t,b,0.8953762978353965,2.6879996952352054,p,0.6776887473425518,p,0
3659,f,-0.2248673533542973,0,0.2256469257111892,0.9387449593496561,t,w,p,v,0.06889829363373781,f,t,y,s,s,n,g,n,u,1,d,0.3009913959582058,-0.19672920321225504,1,c,b,n,-0.0575949302874237,o,b,-0.3275836555916756,0.857827898479031,p,0.3168244859600677,p,0
1313,f,0.4837915583895675,0,-0.3929688641172687,0.6025151621646466,t,w,w,a,-0.23821976916259646,x,f,f,s,f,n,w,g,n,1,g,1.0449854145002533,0.11088933883428674,1,w,e,n,-0.2092495451225207,o,b,-0.19421228143991692,0.13607323016206244,e,0.7056625547307366,p,0
2624,f,-1.5795615705197108,0,-1.4989723460483098,-0.36567031523478644,t,w,g,v,-1.3759866908279061,x,t,y,s,s,n,g,e,p,1,d,-0.3646514925314062,0.5453977074605594,1,c,b,n,0.7813446640821663,o,b,-1.9457595263168594,1.1875444050002044,p,-0.3411254938103623,p,0
2746,f,2.0547313530083935,0,-0.524967347899258,0.9487921414938459,t,w,g,v,-0.5943948962587207,x,t,f,s,s,k,p,g,n,1,d,-1.08747759312749,0.806856200818965,1,c,b,n,0.429382732557547,o,b,-0.8907546878986742,0.10729536911328869,p,-1.910428686386731,p,1
5522,f,0.20892954641490735,0,-0.17983928690141016,1.1797122181296684,e,w,n,v,-0.3068070135976479,k,f,f,f,s,w,w,n,w,0,l,-0.29424621926511063,-1.3925662307537974,1,w,b,n,-1.7242845356046301,o,n,-1.390488207693595,-0.9017489545542863,e,1.7385527334330635,p,0
7133,a,0.4283862091724824,0,1.2202875245843159,1.6468808231224459,e,o,o,v,-0.7178352484960169,b,f,s,s,s,b,o,n,o,0,l,0.17851416536313316,-0.008157548233898542,1,c,?,n,-0.13848672587118518,o,b,0.9521080739267891,-0.7682876986130704,p,0.6344759382673829,p,0
2741,f,0.7558044372151379,0,-1.1103440262976154,0.40680463072756085,t,w,w,y,-0.5730998315391933,f,t,f,s,s,n,w,g,p,1,d,0.9681260821220823,-1.0906167618862306,1,c,b,n,-0.6078074525052173,o,b,0.0017484735690006911,0.34069326738420735,p,-0.09717893606704177,p,0
3946,f,-1.0516303357620664,1,-0.6850207686394431,-1.335697793828794,e,w,p,v,-0.7538663981784076,x,f,f,k,k,h,n,y,g,1,d,-0.18667170297056468,0.7939278335668822,1,c,b,f,-0.006371318236168102,o,b,0.5146065714278126,0.043934094333516444,l,-0.09813477721354251,p,1
4253,f,-0.7901268641358454,0,0.7220711925409985,-0.9282984785314161,t,w,g,y,-0.09738022946249458,f,t,y,s,s,n,g,g,u,1,d,0.9168108640744523,-0.6591811061083205,1,c,b,n,-0.914402946886862,o,b,-0.7482927859761208,-0.1961164683875157,p,-0.3678288474017184,p,0
2409,f,0.01947126336961287,0,-2.1241586675188358,-0.8600375047222147,t,w,g,y,-1.6050073669962046,f,t,f,s,s,n,p,g,n,1,d,-0.12466581854336742,-0.997678659094345,1,c,b,n,1.6292161535101293,o,b,0.10722386174621205,-1.331029629190342,p,-0.8164120770682125,p,0
48,f,0.7186060597791426,1,-0.3263134554712441,0.5380626239995097,e,w,w,s,-0.17106582892920097,x,t,y,y,s,n,w,y,n,1,p,1.1190879974775234,-1.5544044636930738,1,c,r,l,-2.315521670063731,o,b,-0.6759084157433308,0.881935216925987,p,-0.48269451761063775,p,1
368,f,-0.5501158333661602,1,0.4582354772858612,-0.7726960566855626,e,w,w,n,0.10147733577392529,b,t,y,s,s,n,w,y,g,1,g,-1.6079671019769637,0.8109655296610284,1,c,c,a,-0.4534770207152825,o,b,1.100757984239053,0.6410343550908885,p,0.2645772446304975,p,1
3816,f,2.863382576322228,0,0.7509563049891836,-1.208200836700265,t,w,p,v,-0.3510161545618694,f,t,f,s,s,n,g,e,p,1,d,-0.04675234233441731,1.1023279986429044,1,c,b,n,-0.34501637669440666,o,b,0.07153667737197054,-0.3348550898150629,p,-0.48038789405427934,p,0
469,f,-0.5768200084573842,1,-0.20282796365999967,-0.9584898964308708,e,w,w,s,-1.3488933237786027,f,t,y,y,s,n,w,y,w,1,p,-0.4642352671778948,-0.09601720082666416,1,c,r,a,-0.30338207043953974,o,b,0.5840845450608539,0.7893612497953192,p,0.6767797779381175,p,1
7477,f,-0.9941216954839313,1,-0.5631771623208023,0.8948412705146791,t,w,p,v,0.1890655306673216,k,f,s,s,s,w,w,e,b,0,d,-2.604312685162955,-0.14856319370816412,1,c,?,s,1.887266848278276,o,n,-0.4690155190146587,-0.9005861402995533,e,-0.3464731480872207,p,1
757,f,-0.3362931255558103,0,-0.07147849366199094,1.6087902160242917,t,w,w,a,-0.2476394967589437,x,f,s,f,f,n,w,w,n,1,g,-0.4849680453154377,0.7238957717447476,1,w,e,n,-0.80983859864726,o,b,-0.5777386194340487,-0.23784474227533883,e,0.127546009583492,p,1
5210,f,-0.5768636494896542,0,1.7279594579541113,-0.5654340910212075,e,w,e,c,-0.0921137470854294,f,t,s,s,s,w,w,n,e,0,w,0.08050736208350905,1.8468846991529126,1,c,?,n,1.1440708120126548,t,b,0.17926355125381,-1.1219869479975029,e,-0.7071449963877648,p,0
1451,f,-1.383734202049422,1,0.6727627681666226,1.1776420721567078,e,w,w,v,0.8999083491440373,f,t,s,s,s,n,w,n,k,1,u,-1.0291967914936326,-0.8885144672136815,1,c,e,p,-0.9556023804315567,o,n,0.6182888358888906,1.0723055741253937,p,-0.6291310509419934,p,1
2087,f,-0.17681457843050152,0,-1.6348336996275665,-1.1947172157235764,t,w,w,y,-0.6079740066655511,x,t,f,s,s,k,g,g,p,1,d,-0.7231031824951387,-0.09860250608256034,1,c,b,n,0.015498544740257842,o,b,0.06133653893429605,-1.5662249578739613,p,0.03925207395003367,p,0
33,f,0.9779617227766716,1,-1.7432996777073613,-0.665339796296284,e,w,w,y,-0.08722304938288808,x,t,y,y,s,n,w,n,p,1,p,-1.1336417375560106,-0.5288131948981181,1,c,r,l,-0.8821640812191194,o,b,0.883160273543992,0.8500888397488479,p,-0.024090252197638936,p,1
5101,f,0.8393923282152678,0,-0.6303676467471555,0.09557417838348936,e,w,e,c,1.1752617130943503,k,t,y,s,s,w,w,b,e,0,w,-0.031184535052155207,0.39375479025585614,1,c,?,n,0.03663271120788698,t,b,-0.3723627101404144,0.7458110910790657,e,-0.060996110773633795,p,0
7285,a,-0.579928610974759,1,-0.5741590960863729,-1.1110979454979926,e,w,c,c,0.291537254086121,x,f,y,y,k,w,c,e,y,0,d,0.22456995380302808,-0.41537126269183117,0,c,c,m,1.3616065491393778,n,b,-2.2132621918120576,1.9282269931450584,n,0.5044441222590262,p,0
1447,f,0.396404412516963,0,-1.9668922508780478,-1.120744766065191,t,w,w,s,-0.4764585559310958,f,f,f,f,f,n,w,g,p,1,g,-1.360457373543297,-1.029580116379871,1,w,e,n,-0.03101725067689751,o,b,0.8502629946764404,0.9894458515349598,e,0.40690077169990907,p,1
3234,f,-0.5140478162299557,0,-1.2174768528621063,-1.2247491401559847,t,w,p,y,0.4002519256968462,x,t,y,s,s,k,p,g,n,1,d,-0.36243150565621757,0.1135948086915807,1,c,b,n,-2.257550661019565,o,b,0.35123363964309023,-1.2761902219281918,p,0.6394028303859915,p,0
4479,f,0.4012697329644958,1,0.7989310870592383,0.5790916636109009,e,w,b,v,-0.7020119858700076,f,f,f,k,k,h,b,g,h,1,p,0.8774312017195829,2.173960653977837,1,c,b,f,0.4668720594320553,o,b,-2.3836326017459784,-0.7450831634649757,l,0.15130654000973548,p,1
7195,f,-0.734932994551889,0,-2.1509045675039107,1.1522535898806603,e,w,n,y,-0.15495763526205425,k,f,y,y,y,w,n,n,w,0,d,1.7258202405846867,-1.576799685223525,1,c,b,n,0.0025421400128699074,t,b,0.39176605840702694,1.004771017768236,p,0.6154284151887665,p,0
6096,f,-0.6622629114543308,1,-1.5994922005909002,-0.5575603661994113,t,w,w,v,0.2195700801635389,x,f,y,k,s,w,w,e,b,0,p,0.37926169810853605,-1.7061745039705492,1,c,?,f,-1.4973100691149674,o,n,-0.4780614997487491,0.19156628869779366,e,-1.4489882835384054,p,1
4470,f,-0.688997976423969,1,-0.16332628181541928,-0.18422702373535746,e,w,b,v,-1.040139093699366,x,f,y,k,k,h,p,y,g,1,g,0.5059039973021688,-0.48515966689447143,1,c,b,f,-0.7759577740247074,o,b,-0.7772330212006159,-1.5942748534788682,l,-0.049924253849210225,p,1
589,f,0.4137976196972815,1,0.09092600847847668,0.7041461864810403,e,w,w,n,-0.16162328869313858,x,t,y,s,s,k,w,w,n,1,m,0.547892100122059,1.6812242932760715,1,c,c,a,0.430844338895213,o,b,0.7748868774122064,-0.4033761803912843,p,0.08301092827375707,p,1
7395,f,-0.5480876059250919,1,-0.6370699550048425,-0.7835538429025009,t,w,p,v,-1.1930758925458764,k,f,y,s,s,w,p,e,b,0,p,0.443117074192023,-0.771053058532947,1,c,?,f,0.6067782388589604,o,n,1.6003073203015297,-0.15221170782375093,e,1.352383099229667,p,0
418,f,0.8458252949934352,1,-0.26051215419971874,0.2056789483329941,e,w,w,n,0.7664168950852729,x,t,y,s,s,k,w,y,k,1,g,-0.02706580158269358,-1.0898067063818448,1,c,c,l,-0.7171198987592359,o,b,-1.658754562098194,0.8962355243426691,p,-0.3437313885581705,p,1
712,f,-0.06809271589879815,1,0.13335214159631562,1.4345869717164808,e,w,w,s,-0.03782187326702969,x,t,s,s,s,n,w,w,w,1,m,0.9326844076218945,-0.5492964783376658,1,c,c,l,-0.6523390877043609,o,b,-1.6671495364428874,-0.601691898545819,p,-0.8286409249020154,p,1
3808,f,-0.45223666929114203,1,-0.5679481469977529,-1.6941751747770102,e,w,p,y,-0.625654659955958,f,f,f,k,k,h,b,g,g,1,g,0.6284580498504534,1.5244899792169422,1,c,b,f,0.5650471220682964,o,b,-1.319174634156526,-1.09717231343076,l,1.3190344661661122,p,1
6440,f,2.124860721433506,1,-0.07021596527343232,1.498876748407546,t,w,w,v,-0.14339514957622035,x,f,s,s,k,w,p,n,b,0,d,-1.328999210988026,-0.17909582507698713,1,c,?,s,-0.44615096357818984,o,n,-0.995829199970631,-0.8138996617362815,e,1.2285868990015936,p,1
